,cluster,word,frequency
4216,365.0,obligo,123
4217,466.0,obra,2214
4218,70.0,obras,1467
4219,122.0,obrera,711
4220,70.0,obreras,163
4221,593.0,obrero,1952
4222,70.0,obreros,4923
4223,365.0,observa,116
4224,361.0,observando,75
4225,207.0,observar,204
4226,466.0,obstaculo,143
4227,466.0,obstaculos,467
4228,365.0,obstante,244
4229,93.0,obtener,630
4230,549.0,obtenido,193
4231,361.0,obteniendo,77
4232,299.0,obtuvo,78
4233,339.0,ocasion,828
4234,206.0,ocasiones,769
4235,344.0,occidental,230
4236,383.0,occidentales,130
4237,312.0,occidente,295
4238,122.0,ochenta,74
4239,93.0,ocho,831
4240,361.0,octavo,84
4241,344.0,octubre,649
4242,206.0,ocultar,113
4243,200.0,ocupa,157
4244,344.0,ocupacion,155
4245,549.0,ocupado,168
4246,200.0,ocupan,94
4247,437.0,ocupar,275
4248,344.0,ocuparon,75
4249,299.0,ocupo,78
4250,200.0,ocurra,135
4251,200.0,ocurre,851
4252,200.0,ocurren,101
4253,200.0,ocurria,230
4254,549.0,ocurrido,652
4255,312.0,ocurriendo,237
4256,200.0,ocurrieron,91
4257,344.0,ocurrio,615
4258,278.0,ocurrir,403
4259,200.0,ocurrira,71
4260,200.0,ocurriria,82
4261,466.0,odio,466
4262,344.0,oea,375
4263,312.0,oeste,142
4264,344.0,ofensiva,272
4265,122.0,oferta,75
4266,344.0,oficial,241
4267,344.0,oficiales,486
4268,344.0,oficina,309
4269,361.0,oficinas,191
4270,365.0,oficio,93
4271,200.0,ofrece,138
4272,200.0,ofrecen,102
4273,466.0,ofrecer,213
4274,549.0,ofrecido,114
4275,200.0,ofrecieron,118
4276,549.0,oido,307
4277,299.0,oiga,70
4278,93.0,oil,100
4279,206.0,oir,139
4280,206.0,ojala,316
4281,466.0,ojos,359
4282,365.0,ola,107
4283,344.0,oligarcas,108
4284,344.0,oligarquia,158
4285,344.0,oligarquias,130
4286,69.0,olimpiada,109
4287,361.0,olimpiadas,194
4288,344.0,olimpico,72
4289,549.0,olvidado,212
4290,200.0,olvidados,93
4291,200.0,olvidamos,81
4292,200.0,olvidan,118
4293,466.0,olvidar,418
4294,200.0,olvidaremos,67
4295,361.0,olvidarnos,100
4296,361.0,olvidarse,176
4297,200.0,olviden,120
4298,200.0,olvido,177
4299,361.0,omc,73
4300,93.0,omnibus,462
4301,344.0,onu,105
4302,344.0,operacion,223
4303,383.0,operaciones,373
4304,70.0,operadores,81
4305,383.0,operar,69
4306,466.0,opinion,973
4307,206.0,opiniones,231
4308,457.0,oponen,82
4309,466.0,oportunidad,2070
4310,466.0,oportunidades,311
4311,457.0,oportuno,71
4312,344.0,oposicion,150
4313,344.0,opresion,228
4314,344.0,oprimidos,164
4315,93.0,optima,193
4316,70.0,optimas,82
4317,466.0,optimismo,200
4318,466.0,optimista,78
4319,466.0,optimistas,131
4320,93.0,optimo,145
4321,457.0,orden,1750
4322,200.0,ordenes,525
4323,93.0,ordeno,89
4324,593.0,organismo,318
4325,361.0,organismos,677
4326,69.0,organiza,131
4327,70.0,organizacion,2317
4328,70.0,organizaciones,1209
4329,457.0,organizada,200
4330,70.0,organizadas,161
4331,549.0,organizado,483
4332,299.0,organizadores,67
4333,70.0,organizados,268
4334,361.0,organizan,135
4335,70.0,organizando,247
4336,70.0,organizar,865
4337,344.0,organizaron,211
4338,593.0,organizarse,92
4339,344.0,organizo,191
4340,344.0,organo,82
4341,344.0,organos,196
4342,466.0,orgullo,551
4343,466.0,orgulloso,106
4344,466.0,orgullosos,254
4345,365.0,orientacion,98
4346,69.0,oriental,157
4347,70.0,orientales,341
4348,299.0,orientar,70
4349,70.0,oriente,1193
4350,457.0,origen,305
4351,383.0,orilla,74
4352,93.0,oro,690
4353,344.0,otan,231
4354,437.0,otra,5259
4355,70.0,otras,4786
4356,93.0,otro,5993
4357,93.0,otros,7374
4358,466.0,ovacion,779
4359,206.0,oye,145
4360,361.0,oyendo,74
4361,466.0,paciencia,226
4362,122.0,pacientes,146
4363,299.0,pacifica,94
4364,69.0,pacifico,96
4365,344.0,pacto,81
4366,278.0,padecen,71
4367,365.0,padeciendo,74
4368,344.0,padre,426
4369,466.0,padres,615
4370,93.0,paga,348
4371,93.0,pagaba,97
4372,93.0,pagaban,179
4373,549.0,pagado,110
4374,542.0,pagados,83
4375,93.0,pagamos,69
4376,93.0,pagan,339
4377,93.0,pagando,232
4378,93.0,pagar,1321
4379,77.0,pagarle,67
4380,93.0,pagarles,67
4381,466.0,pagina,175
4382,206.0,paginas,230
4383,93.0,pago,310
4384,93.0,pague,109
4385,93.0,paguen,121
4386,542.0,pais,24673
4387,466.0,paises,9227
4388,93.0,paja,69
4389,466.0,palabra,1238
4390,206.0,palabras,1325
4391,344.0,palacio,305
4392,70.0,palacios,114
4393,312.0,palma,101
4394,466.0,pan,327
4395,344.0,panama,289
4396,361.0,panamericanos,92
4397,344.0,pandilla,67
4398,299.0,panico,74
4399,593.0,panorama,82
4400,93.0,papa,506
4401,93.0,papas,71
4402,466.0,papel,1376
4403,93.0,papeles,242
4404,200.0,par,145
4405,383.0,para,61149
4406,593.0,paraiso,70
4407,312.0,paralelo,99
4408,383.0,paran,69
4409,93.0,parar,387
4410,365.0,parasitismo,76
4411,365.0,parasito,98
4412,542.0,parasitos,295
4413,93.0,parcelas,93
4414,437.0,parece,1342
4415,200.0,parecen,146
4416,207.0,parecer,372
4417,207.0,parecia,442
4418,200.0,parecian,79
4419,549.0,parecido,230
4420,207.0,parecio,105
4421,344.0,paredon,158
4422,593.0,parejamente,95
4423,593.0,parejo,80
4424,207.0,parezca,103
4425,344.0,paris,150
4426,344.0,parlamento,123
4427,69.0,parque,256
4428,200.0,parques,67
4429,361.0,parrafo,72
4430,542.0,parte,6526
4431,361.0,partes,1883
4432,299.0,participa,82
4433,70.0,participacion,720
4434,549.0,participado,183
4435,70.0,participan,172
4436,70.0,participando,139
4437,339.0,participantes,104
4438,70.0,participar,461
4439,457.0,participaron,257
4440,70.0,participen,72
4441,344.0,participo,97
4442,365.0,particular,239
4443,206.0,particulares,115
4444,457.0,particularmente,87
4445,344.0,partidarios,115
4446,466.0,partido,3659
4447,344.0,partidos,334
4448,365.0,partiendo,216
4449,361.0,partir,886
4450,111.0,parto,121
4451,93.0,pasa,862
4452,383.0,pasaba,245
4453,200.0,pasaban,115
4454,361.0,pasada,99
4455,200.0,pasadas,75
4456,549.0,pasado,2699
4457,206.0,pasados,140
4458,344.0,pasajeros,160
4459,200.0,pasamos,128
4460,383.0,pasan,326
4461,225.0,pasando,350
4462,207.0,pasar,971
4463,200.0,pasara,171
4464,200.0,pasaran,137
4465,200.0,pasaron,294
4466,200.0,pase,293
4467,206.0,pasear,81
4468,200.0,pasen,103
4469,466.0,pasion,101
4470,206.0,paso,1485
4471,339.0,pasos,365
4472,93.0,pasto,310
4473,93.0,pastos,280
4474,466.0,patria,5497
4475,466.0,patriota,109
4476,344.0,patriotas,369
4477,466.0,patriotica,115
4478,466.0,patriotico,193
4479,466.0,patriotismo,312
4480,466.0,paz,1828
4481,206.0,pecho,69
4482,93.0,pedacito,98
4483,593.0,pedagogia,93
4484,70.0,pedagogico,244
4485,70.0,pedagogicos,85
4486,344.0,pedazo,261
4487,122.0,pedazos,78
4488,200.0,pedi,76
4489,200.0,pedian,73
4490,70.0,pediatricos,74
4491,549.0,pedido,154
4492,200.0,pedimos,204
4493,206.0,pedir,389
4494,200.0,pedirle,114
4495,200.0,pedirles,141
4496,365.0,pedraplen,70
4497,200.0,pedro,73
4498,466.0,pelear,168
4499,206.0,pelicula,121
4500,206.0,peliculas,179
4501,466.0,peligro,752
4502,466.0,peligros,379
4503,365.0,peligroso,103
4504,206.0,pelo,89
4505,383.0,pelota,152
4506,466.0,pena,593
4507,77.0,pendiente,68
4508,361.0,pendientes,79
4509,206.0,penetrar,86
4510,200.0,pensaba,239
4511,200.0,pensabamos,179
4512,200.0,pensaban,140
4513,549.0,pensado,172
4514,466.0,pensamiento,675
4515,93.0,pensamos,678
4516,225.0,pensando,753
4517,466.0,pensar,1436
4518,200.0,pensaron,67
4519,593.0,pensiones,79
4520,344.0,pentagono,181
4521,278.0,peor,773
4522,278.0,peores,436
4523,200.0,pepe,115
4524,457.0,pequena,590
4525,93.0,pequenas,305
4526,542.0,pequeno,1304
4527,93.0,pequenos,866
4528,93.0,per,416
4529,207.0,percibir,91
4530,466.0,perder,525
4531,457.0,perdida,210
4532,93.0,perdidas,200
4533,549.0,perdido,483
4534,312.0,perdiendo,116
4535,69.0,perdieron,199
4536,200.0,perdio,191
4537,344.0,perez,98
4538,70.0,perfeccionamiento,148
4539,207.0,perfeccionar,173
4540,207.0,perfecta,139
4541,278.0,perfectamente,922
4542,207.0,perfecto,183
4543,206.0,periodico,369
4544,344.0,periodicos,444
4545,344.0,periodista,182
4546,206.0,periodistas,368
4547,466.0,periodo,1880
4548,457.0,periodos,111
4549,200.0,permanecer,122
4550,365.0,permanente,237
4551,361.0,permanentes,114
4552,344.0,permiso,213
4553,299.0,permita,133
4554,93.0,permitan,156
4555,200.0,permitanme,71
4556,93.0,permite,365
4557,383.0,permiten,165
4558,549.0,permitido,162
4559,365.0,permitio,102
4560,466.0,permitir,309
4561,93.0,permitira,224
4562,280.0,pero,27944
4563,206.0,perro,75
4564,365.0,perros,89
4565,344.0,persecucion,94
4566,466.0,persona,556
4567,70.0,personal,1308
4568,77.0,personales,152
4569,365.0,personalidad,94
4570,361.0,personalidades,155
4571,206.0,personalmente,111
4572,225.0,personas,3578
4573,466.0,perspectiva,181
4574,361.0,perspectivas,446
4575,206.0,persuadir,104
4576,200.0,pertenece,233
4577,200.0,pertenecen,175
4578,361.0,pertenecer,135
4579,361.0,pertinentes,199
4580,344.0,peru,292
4581,278.0,pesar,2204
4582,93.0,pesca,171
4583,93.0,pescado,213
4584,77.0,pescadores,196
4585,457.0,pese,130
4586,93.0,peso,741
4587,93.0,pesos,2726
4588,457.0,pesquera,90
4589,93.0,petroleo,1537
4590,593.0,petroleros,101
4591,93.0,pico,208
4592,200.0,pide,171
4593,200.0,piden,218
4594,200.0,pidiendo,217
4595,200.0,pidieron,109
4596,200.0,pidio,105
4597,200.0,pido,122
4598,466.0,pie,390
4599,93.0,piedra,301
4600,206.0,piedras,135
4601,77.0,piensa,326
4602,206.0,piensan,336
4603,200.0,piense,135
4604,466.0,piensen,238
4605,93.0,pienso,1163
4606,466.0,pierda,74
4607,93.0,pierde,254
4608,206.0,pierden,125
4609,206.0,pies,162
4610,111.0,pieza,74
4611,93.0,piezas,515
4612,365.0,piloto,79
4613,344.0,pilotos,228
4614,383.0,pinar,533
4615,93.0,pinos,314
4616,70.0,pioneros,961
4617,344.0,piratas,195
4618,344.0,pirateria,92
4619,122.0,piscina,70
4620,70.0,piscinas,86
4621,383.0,piso,80
4622,383.0,pista,91
4623,466.0,placer,136
4624,312.0,plaga,136
4625,206.0,plagas,165
4626,93.0,plan,2159
4627,542.0,planes,2264
4628,278.0,planeta,285
4629,70.0,planificacion,204
4630,93.0,planta,700
4631,93.0,plantaciones,364
4632,93.0,plantas,645
4633,207.0,plantea,181
4634,207.0,planteaba,96
4635,549.0,planteado,347
4636,77.0,planteamientos,89
4637,200.0,planteamos,198
4638,200.0,plantean,83
4639,437.0,planteando,202
4640,207.0,plantear,216
4641,207.0,plantearon,115
4642,207.0,planteo,239
4643,111.0,plantilla,99
4644,122.0,plata,151
4645,93.0,platano,411
4646,93.0,platanos,82
4647,344.0,platt,95
4648,344.0,playa,496
4649,93.0,playas,358
4650,344.0,plaza,333
4651,70.0,plazas,88
4652,280.0,plazo,216
4653,466.0,plena,475
4654,457.0,plenamente,227
4655,344.0,pleno,383
4656,93.0,poblacion,3046
4657,593.0,poblaciones,85
4658,466.0,pobre,516
4659,93.0,pobres,783
4660,466.0,pobreza,654
4661,93.0,poca,228
4662,542.0,pocas,567
4663,93.0,poco,3273
4664,278.0,pocos,1394
4665,93.0,podamos,611
4666,466.0,podemos,4775
4667,77.0,poder,3538
4668,361.0,poderes,210
4669,344.0,poderio,206
4670,344.0,poderosa,330
4671,344.0,poderosas,187
4672,344.0,poderoso,712
4673,344.0,poderosos,401
4674,344.0,podia,2355
4675,200.0,podiamos,581
4676,542.0,podian,1221
4677,549.0,podido,2220
4678,466.0,podra,1315
4679,383.0,podran,1167
4680,93.0,podremos,608
4681,339.0,podria,1380
4682,93.0,podriamos,695
4683,383.0,podrian,653
4684,344.0,policia,433
4685,344.0,policias,110
4686,70.0,policlinico,211
4687,70.0,policlinicos,312
4688,111.0,poliomielitis,67
4689,70.0,politecnico,72
4690,70.0,politecnicos,77
4691,466.0,politica,4076
4692,542.0,politicamente,143
4693,344.0,politicas,663
4694,344.0,politico,1304
4695,344.0,politicos,900
4696,344.0,politiqueria,190
4697,344.0,politiqueros,176
4698,93.0,pollo,108
4699,93.0,pollos,77
4700,593.0,polo,83
4701,344.0,polonia,183
4702,93.0,polvo,190
4703,312.0,pone,409
4704,200.0,ponemos,181
4705,206.0,ponen,460
4706,93.0,poner,1485
4707,206.0,ponerle,139
4708,206.0,ponernos,115
4709,206.0,ponerse,215
4710,77.0,ponga,142
4711,200.0,pongamos,70
4712,200.0,pongan,176
4713,207.0,pongo,98
4714,299.0,ponia,68
4715,200.0,ponian,91
4716,225.0,poniendo,209
4717,344.0,popular,685
4718,70.0,populares,314
4719,93.0,poquito,494
4720,93.0,porcentaje,341
4721,466.0,porque,32659
4722,344.0,portaaviones,68
4723,344.0,portugal,69
4724,466.0,porvenir,890
4725,344.0,posada,273
4726,111.0,posee,219
4727,122.0,poseemos,79
4728,93.0,poseen,174
4729,111.0,poseer,94
4730,383.0,poseian,83
4731,344.0,posesion,127
4732,466.0,posibilidad,1067
4733,70.0,posibilidades,1409
4734,466.0,posible,3624
4735,93.0,posiblemente,753
4736,361.0,posibles,395
4737,344.0,posicion,772
4738,344.0,posiciones,390
4739,207.0,positiva,77
4740,207.0,positivo,94
4741,361.0,positivos,69
4742,299.0,posteriormente,76
4743,69.0,postura,70
4744,93.0,posturas,97
4745,93.0,potasio,93
4746,344.0,potencia,446
4747,122.0,potencial,265
4748,593.0,potenciales,68
4749,344.0,potencias,185
4750,93.0,pozos,74
4751,207.0,practica,580
4752,93.0,practicamente,1974
4753,111.0,practicar,87
4754,206.0,practicas,177
4755,207.0,practico,123
4756,70.0,pre,82
4757,200.0,precedente,80
4758,466.0,precedentes,113
4759,200.0,precedieron,86
4760,93.0,precio,1716
4761,93.0,precios,1432
4762,339.0,precisamente,2057
4763,361.0,precisar,87
4764,365.0,precision,126
4765,466.0,preciso,201
4766,122.0,preferencia,86
4767,466.0,preferible,138
4768,200.0,preferimos,118
4769,466.0,pregunta,608
4770,200.0,preguntaba,217
4771,200.0,preguntabamos,75
4772,200.0,preguntaban,75
4773,549.0,preguntado,98
4774,200.0,preguntamos,174
4775,200.0,preguntan,160
4776,207.0,preguntar,229
4777,200.0,preguntaran,90
4778,206.0,preguntarnos,74
4779,206.0,preguntarse,118
4780,206.0,preguntas,234
4781,200.0,pregunte,160
4782,200.0,pregunto,519
4783,466.0,prejuicios,205
4784,466.0,premio,348
4785,93.0,premios,183
4786,344.0,prensa,747
4787,466.0,preocupa,255
4788,200.0,preocupaba,90
4789,466.0,preocupacion,540
4790,206.0,preocupaciones,212
4791,549.0,preocupado,124
4792,77.0,preocupados,128
4793,200.0,preocupan,161
4794,206.0,preocuparnos,91
4795,77.0,preocuparse,162
4796,69.0,prepara,95
4797,70.0,preparacion,815
4798,69.0,preparada,91
4799,549.0,preparado,328
4800,383.0,preparados,396
4801,69.0,preparan,94
4802,70.0,preparando,316
4803,70.0,preparandose,77
4804,70.0,preparar,389
4805,299.0,prepararnos,105
4806,466.0,prepararse,154
4807,344.0,prepotencia,71
4808,93.0,presa,408
4809,93.0,presas,490
4810,593.0,prescindir,69
4811,344.0,presencia,619
4812,200.0,presenciar,98
4813,207.0,presenta,160
4814,549.0,presentado,123
4815,299.0,presentan,133
4816,207.0,presentar,237
4817,299.0,presentaron,95
4818,312.0,presentarse,103
4819,466.0,presente,875
4820,70.0,presentes,571
4821,200.0,presento,98
4822,466.0,preservar,228
4823,344.0,presidencia,125
4824,344.0,presidencial,68
4825,344.0,presidente,1718
4826,361.0,presidentes,105
4827,344.0,presion,217
4828,344.0,presiones,245
4829,77.0,preso,82
4830,344.0,presos,173
4831,457.0,presta,118
4832,549.0,prestado,152
4833,299.0,prestamos,128
4834,70.0,prestan,178
4835,70.0,prestando,121
4836,70.0,prestar,276
4837,111.0,prestarle,93
4838,200.0,prestaron,98
4839,466.0,prestigio,581
4840,93.0,presupuesto,209
4841,111.0,presupuestos,107
4842,344.0,pretende,156
4843,344.0,pretenden,242
4844,77.0,pretender,80
4845,344.0,pretexto,307
4846,344.0,pretextos,122
4847,70.0,preuniversitaria,110
4848,70.0,preuniversitario,241
4849,70.0,preuniversitarios,254
4850,69.0,preventiva,83
4851,312.0,previo,76
4852,93.0,prima,418
4853,70.0,primaria,869
4854,70.0,primarias,249
4855,70.0,primarios,230
4856,93.0,primas,546
4857,93.0,primavera,348
4858,437.0,primer,3554
4859,339.0,primera,2262
4860,70.0,primeras,663
4861,339.0,primero,2168
4862,272.0,primeros,2020
4863,312.0,principal,550
4864,339.0,principales,426
4865,111.0,principalmente,331
4866,437.0,principio,1722
4867,344.0,principios,1393
4868,593.0,prioridad,128
4869,344.0,prision,148
4870,344.0,prisionero,136
4871,344.0,prisioneros,211
4872,361.0,prisiones,90
4873,77.0,privada,256
4874,70.0,privadas,142
4875,77.0,privado,154
4876,542.0,privados,115
4877,77.0,privilegiada,106
4878,365.0,privilegiado,70
4879,542.0,privilegiados,291
4880,466.0,privilegio,756
4881,77.0,privilegios,619
4882,69.0,probable,88
4883,549.0,probado,102
4884,206.0,probar,121
4885,437.0,problema,5493
4886,437.0,problemas,7623
4887,200.0,proceden,67
4888,542.0,procedencia,103
4889,299.0,procedente,78
4890,70.0,procedentes,317
4891,593.0,procedimiento,229
4892,593.0,procedimientos,276
4893,466.0,proceso,2017
4894,593.0,procesos,261
4895,344.0,proclama,74
4896,466.0,proclamar,128
4897,93.0,procurar,96
4898,93.0,produccion,6314
4899,93.0,producciones,477
4900,93.0,produce,1296
4901,93.0,producen,749
4902,93.0,producia,245
4903,93.0,producian,180
4904,549.0,producido,514
4905,93.0,produciendo,638
4906,93.0,producimos,145
4907,93.0,producir,2847
4908,93.0,producira,105
4909,312.0,producirse,132
4910,69.0,productiva,107
4911,70.0,productivas,291
4912,93.0,productividad,1119
4913,70.0,productivo,150
4914,70.0,productivos,83
4915,93.0,producto,1031
4916,93.0,productor,115
4917,93.0,productores,268
4918,93.0,productos,1852
4919,365.0,produjera,70
4920,383.0,produjeron,190
4921,312.0,produjo,393
4922,93.0,produzca,224
4923,93.0,produzcan,147
4924,466.0,proeza,291
4925,361.0,proezas,151
4926,365.0,profesion,152
4927,70.0,profesional,245
4928,70.0,profesionales,566
4929,207.0,profesor,359
4930,70.0,profesores,1768
4931,466.0,profunda,585
4932,466.0,profundamente,291
4933,466.0,profundas,147
4934,365.0,profundidad,161
4935,466.0,profundizar,125
4936,466.0,profundo,466
4937,457.0,profundos,139
4938,70.0,programa,2222
4939,70.0,programas,1092
4940,466.0,progresar,82
4941,344.0,progresista,160
4942,344.0,progresistas,249
4943,70.0,progresivamente,159
4944,466.0,progreso,616
4945,593.0,progresos,71
4946,77.0,prohibido,78
4947,206.0,prohibir,77
4948,200.0,proletaria,86
4949,365.0,proletariado,124
4950,466.0,proletario,171
4951,200.0,proletarios,101
4952,466.0,prolongados,1049
4953,93.0,promedio,685
4954,339.0,promesa,150
4955,206.0,promesas,154
4956,70.0,promocion,220
4957,361.0,promociones,71
4958,344.0,promover,315
4959,361.0,promoviendo,96
4960,383.0,pronto,826
4961,339.0,pronunciamientos,88
4962,206.0,pronunciar,130
4963,344.0,propaganda,423
4964,225.0,propia,1247
4965,361.0,propiamente,116
4966,272.0,propias,484
4967,344.0,propiedad,663
4968,77.0,propiedades,101
4969,77.0,propietario,139
4970,93.0,propietarios,290
4971,344.0,propio,1062
4972,272.0,propios,973
4973,77.0,propone,180
4974,437.0,proponemos,213
4975,200.0,proponen,116
4976,206.0,proponer,100
4977,93.0,proporcion,195
4978,365.0,proposicion,101
4979,466.0,proposito,778
4980,339.0,propositos,238
4981,549.0,propuesto,144
4982,200.0,propuso,69
4983,207.0,proseguir,68
4984,206.0,prostitucion,212
4985,111.0,proteccion,242
4986,299.0,proteger,183
4987,93.0,proteina,115
4988,93.0,proteinas,151
4989,344.0,protesta,223
4990,344.0,protestar,79
4991,77.0,provecho,85
4992,312.0,provincia,3549
4993,70.0,provincial,141
4994,70.0,provinciales,99
4995,70.0,provincias,1530
4996,344.0,provisional,94
4997,344.0,provocacion,91
4998,361.0,provocaciones,134
4999,344.0,provocar,94
5000,361.0,proxima,292
5001,361.0,proximas,109
5002,383.0,proximidades,205
5003,93.0,proximo,1052
5004,93.0,proximos,612
5005,344.0,proyectiles,96
5006,339.0,proyecto,404
5007,70.0,proyectos,395
5008,466.0,prueba,1049
5009,361.0,pruebas,539
5010,344.0,publica,1156
5011,549.0,publicado,106
5012,344.0,publicamente,145
5013,206.0,publican,73
5014,361.0,publicar,89
5015,299.0,publicas,266
5016,206.0,publicidad,240
5017,206.0,publico,1166
5018,111.0,publicos,234
5019,206.0,pude,170
5020,593.0,pudiera,797
5021,280.0,pudieramos,457
5022,200.0,pudieran,481
5023,344.0,pudieron,485
5024,383.0,pudimos,305
5025,344.0,pudo,785
5026,466.0,pueblo,28718
5027,466.0,pueblos,6498
5028,466.0,pueda,2246
5029,93.0,puedan,1757
5030,93.0,puede,12521
5031,93.0,pueden,5974
5032,200.0,puedes,73
5033,339.0,puedo,1025
5034,312.0,puente,117
5035,70.0,puentes,123
5036,344.0,puerta,105
5037,200.0,puertas,250
5038,344.0,puerto,482
5039,93.0,puertos,153
5040,280.0,pues,2550
5041,70.0,puesta,131
5042,549.0,puesto,1929
5043,542.0,puestos,235
5044,111.0,pulgada,88
5045,344.0,punado,195
5046,344.0,punta,147
5047,312.0,punto,1396
5048,361.0,puntos,679
5049,466.0,pura,110
5050,466.0,pureza,77
5051,365.0,puro,145
5052,344.0,pusieron,301
5053,200.0,pusimos,93
5054,344.0,puso,302
5055,466.0,queda,1021
5056,200.0,quedaba,252
5057,542.0,quedaban,205
5058,549.0,quedado,345
5059,200.0,quedamos,128
5060,278.0,quedan,718
5061,70.0,quedando,196
5062,466.0,quedar,371
5063,200.0,quedara,356
5064,200.0,quedaran,160
5065,200.0,quedaria,112
5066,383.0,quedaron,384
5067,200.0,quedarse,143
5068,466.0,quede,450
5069,200.0,queden,138
5070,272.0,quedo,597
5071,206.0,queja,85
5072,77.0,quejas,67
5073,200.0,queramos,113
5074,466.0,queremos,1867
5075,466.0,querer,253
5076,206.0,queria,579
5077,200.0,queriamos,300
5078,344.0,querian,586
5079,549.0,querido,563
5080,344.0,queridos,505
5081,93.0,queso,70
5082,77.0,quien,4235
5083,344.0,quienes,1952
5084,466.0,quiera,551
5085,466.0,quieran,582
5086,77.0,quiere,2866
5087,466.0,quieren,2560
5088,339.0,quiero,1478
5089,70.0,quimica,199
5090,457.0,quimicas,68
5091,93.0,quimicos,96
5092,93.0,quince,120
5093,93.0,quinquenio,200
5094,69.0,quinta,91
5095,93.0,quintales,415
5096,361.0,quinto,223
5097,206.0,quisiera,256
5098,200.0,quisieramos,159
5099,200.0,quisieran,185
5100,344.0,quisieron,254
5101,344.0,quiso,237
5102,200.0,quita,112
5103,549.0,quitado,129
5104,200.0,quitan,109
5105,206.0,quitar,257
5106,77.0,quitarle,118
5107,200.0,quitaron,101
5108,466.0,quizas,968
5109,344.0,racial,98
5110,93.0,racional,273
5111,593.0,racionales,70
5112,344.0,racismo,85
5113,344.0,racistas,154
5114,207.0,radical,119
5115,361.0,radicales,82
5116,344.0,radio,467
5117,361.0,raices,136
5118,344.0,raiz,292
5119,93.0,rama,231
5120,70.0,ramas,328
5121,457.0,rapida,99
5122,70.0,rapidamente,502
5123,365.0,rapidez,78
5124,207.0,rapido,412
5125,365.0,raro,74
5126,206.0,rato,414
5127,344.0,raul,165
5128,93.0,rayos,74
5129,93.0,raza,127
5130,93.0,razas,85
5131,466.0,razon,1511
5132,207.0,razonable,104
5133,207.0,razonar,72
5134,206.0,razones,1004
5135,344.0,rda,281
5136,344.0,reaccion,507
5137,344.0,reaccionaria,153
5138,344.0,reaccionarias,135
5139,344.0,reaccionario,152
5140,344.0,reaccionarios,579
5141,344.0,reagan,160
5142,466.0,real,559
5143,278.0,reales,202
5144,466.0,realidad,2363
5145,466.0,realidades,889
5146,365.0,realista,68
5147,207.0,realiza,314
5148,593.0,realizacion,93
5149,207.0,realizada,85
5150,361.0,realizadas,96
5151,549.0,realizado,573
5152,361.0,realizados,86
5153,70.0,realizan,316
5154,70.0,realizando,431
5155,70.0,realizar,1321
5156,383.0,realizaron,135
5157,312.0,realizarse,76
5158,299.0,realizo,122
5159,207.0,realmente,4317
5160,93.0,rebaja,122
5161,93.0,rebajar,87
5162,344.0,rebelde,552
5163,344.0,rebeldes,319
5164,344.0,rebeldia,73
5165,344.0,rebelion,90
5166,299.0,recaudar,67
5167,312.0,recesion,72
5168,111.0,reciba,107
5169,299.0,reciban,108
5170,93.0,recibe,411
5171,93.0,reciben,447
5172,200.0,recibia,93
5173,111.0,recibiamos,68
5174,542.0,recibian,154
5175,549.0,recibido,787
5176,70.0,recibiendo,291
5177,200.0,recibieron,299
5178,200.0,recibimos,242
5179,344.0,recibio,261
5180,70.0,recibir,1009
5181,200.0,recibira,83
5182,70.0,recibiran,189
5183,70.0,recien,220
5184,339.0,reciente,223
5185,207.0,recientemente,439
5186,272.0,recientes,291
5187,200.0,recoge,75
5188,93.0,recoger,371
5189,312.0,recogida,77
5190,549.0,recogido,69
5191,93.0,recogiendo,156
5192,466.0,reconocer,188
5193,69.0,reconocido,81
5194,466.0,reconocimiento,473
5195,70.0,reconstruccion,160
5196,299.0,reconstruir,130
5197,365.0,record,176
5198,200.0,recordaba,208
5199,200.0,recordabamos,68
5200,200.0,recordamos,400
5201,200.0,recordando,92
5202,466.0,recordar,466
5203,200.0,recordaran,155
5204,200.0,recorrer,105
5205,549.0,recorrido,190
5206,70.0,recreacion,214
5207,70.0,recreo,94
5208,207.0,rectificacion,185
5209,466.0,rectificar,180
5210,361.0,recuento,96
5211,344.0,recuerda,227
5212,200.0,recuerdan,147
5213,200.0,recuerden,133
5214,200.0,recuerdo,1146
5215,200.0,recuerdos,87
5216,593.0,recuperacion,132
5217,93.0,recuperar,190
5218,122.0,recurso,243
5219,93.0,recursos,5033
5220,70.0,red,208
5221,593.0,redes,76
5222,93.0,reduccion,210
5223,93.0,reduce,99
5224,549.0,reducido,351
5225,365.0,reduciendo,81
5226,93.0,reducir,441
5227,93.0,redujo,99
5228,339.0,referencia,98
5229,200.0,referia,88
5230,207.0,refiere,228
5231,299.0,refieren,72
5232,200.0,refiero,237
5233,93.0,refineria,92
5234,200.0,refleja,175
5235,207.0,reflejan,93
5236,206.0,reforma,1308
5237,361.0,reformas,152
5238,93.0,refrigeradores,95
5239,383.0,refuerzo,71
5240,111.0,refugiados,76
5241,93.0,regadio,339
5242,93.0,regar,91
5243,344.0,regimen,671
5244,344.0,regimenes,106
5245,70.0,region,1033
5246,457.0,regional,103
5247,93.0,regiones,451
5248,365.0,regla,234
5249,361.0,reglas,77
5250,200.0,regresar,233
5251,344.0,regreso,174
5252,361.0,regular,76
5253,383.0,regulares,140
5254,70.0,rehabilitacion,122
5255,542.0,relacion,1310
5256,207.0,relacionada,94
